Oscilloscope data. 
Time step = 50,00 nS
Voltage step = 31,25 mV
Zero level = 128

N 	Smpl.	Trig

0	171	0
1	171	0
2	171	0
3	171	0
4	171	0
5	171	0
6	171	0
7	171	0
8	171	0
9	171	0
10	171	0
11	171	0
12	171	0
13	171	0
14	171	0
15	171	0
16	171	0
17	171	0
18	171	0
19	171	0
20	171	0
21	171	0
22	171	0
23	171	0
24	171	0
25	171	0
26	171	0
27	171	0
28	171	0
29	171	0
30	171	0
31	171	0
32	171	0
33	171	0
34	171	0
35	171	0
36	171	0
37	171	0
38	171	0
39	171	0
40	171	0
41	137	0
42	43	0
43	43	0
44	43	0
45	43	0
46	43	0
47	43	0
48	43	0
49	43	0
50	43	0
51	43	0
52	43	0
53	43	0
54	43	0
55	43	0
56	43	0
57	43	0
58	43	0
59	43	0
60	43	0
61	43	0
62	43	0
63	43	0
64	43	0
65	43	0
66	43	0
67	43	0
68	43	0
69	43	0
70	43	0
71	43	0
72	43	0
73	43	0
74	43	0
75	43	0
76	43	0
77	43	0
78	43	0
79	43	0
80	43	0
81	43	0
82	43	0
83	43	0
84	43	0
85	43	0
86	43	0
87	43	0
88	43	0
89	43	0
90	43	0
91	43	0
92	43	0
93	43	0
94	43	0
95	43	0
96	43	0
97	43	0
98	43	0
99	43	0
100	43	0
101	75	0
102	172	0
103	171	0
104	171	0
105	171	0
106	171	0
107	171	0
108	171	0
109	171	0
110	171	0
111	171	0
112	171	0
113	171	0
114	171	0
115	171	0
116	171	0
117	171	0
118	171	0
119	171	0
120	171	0
121	171	0
122	171	0
123	171	0
124	171	0
125	171	0
126	171	0
127	171	0
128	171	0
129	171	0
130	171	0
131	171	0
132	171	0
133	171	0
134	171	0
135	171	0
136	171	0
137	171	0
138	171	0
139	171	0
140	171	0
141	171	0
142	171	0
143	171	0
144	171	0
145	171	0
146	171	0
147	171	0
148	171	0
149	171	0
150	171	0
151	171	0
152	171	0
153	171	0
154	171	0
155	171	0
156	171	0
157	171	0
158	171	0
159	171	0
160	171	0
161	171	0
162	171	0
163	171	0
164	171	0
165	171	0
166	171	0
167	171	0
168	171	0
169	171	0
170	171	0
171	171	0
172	171	0
173	171	0
174	171	0
175	171	0
176	171	0
177	171	0
178	171	0
179	171	0
180	171	0
181	171	0
182	171	0
183	171	0
184	171	0
185	171	0
186	171	0
187	171	0
188	171	0
189	171	0
190	171	0
191	171	0
192	171	0
193	171	0
194	171	0
195	171	0
196	171	0
197	171	0
198	171	0
199	171	0
200	171	0
201	171	0
202	171	0
203	171	0
204	171	0
205	171	0
206	171	0
207	171	0
208	171	0
209	171	0
210	171	0
211	171	0
212	171	0
213	171	0
214	171	0
215	171	0
216	171	0
217	170	0
218	171	0
219	171	0
220	171	0
221	137	0
222	43	0
223	43	0
224	43	0
225	43	0
226	43	0
227	43	0
228	43	0
229	43	0
230	43	0
231	43	0
232	43	0
233	43	0
234	43	0
235	43	0
236	43	0
237	43	0
238	43	0
239	43	0
240	43	0
241	43	0
242	43	0
243	43	0
244	43	0
245	43	0
246	43	0
247	43	0
248	43	0
249	43	0
250	43	0
251	43	0
252	43	0
253	43	0
254	43	0
255	43	0
256	43	0
257	43	0
258	43	0
259	43	0
260	43	0
261	43	0
262	43	0
263	43	0
264	43	0
265	43	0
266	43	0
267	43	0
268	43	0
269	43	0
270	43	0
271	43	0
272	43	0
273	43	0
274	43	0
275	43	0
276	43	0
277	43	0
278	43	0
279	43	0
280	43	0
281	75	0
282	171	0
283	171	0
284	171	0
285	172	0
286	171	0
287	171	0
288	171	0
289	171	0
290	171	0
291	171	0
292	171	0
293	171	0
294	171	0
295	171	0
296	171	0
297	171	0
298	171	0
299	171	0
300	171	0
301	171	0
302	171	0
303	171	0
304	171	0
305	171	0
306	171	0
307	171	0
308	171	0
309	171	0
310	171	0
311	171	0
312	171	0
313	171	0
314	171	0
315	171	0
316	171	0
317	171	0
318	171	0
319	171	0
320	171	0
321	171	0
322	171	0
323	171	0
324	171	0
325	171	0
326	171	0
327	171	0
328	171	0
329	171	0
330	171	0
331	171	0
332	171	0
333	171	0
334	171	0
335	171	0
336	171	0
337	171	0
338	171	0
339	171	0
340	171	0
341	171	0
342	171	0
343	171	0
344	171	0
345	171	0
346	171	0
347	171	0
348	171	0
349	171	0
350	171	0
351	171	0
352	171	0
353	171	0
354	171	0
355	171	0
356	171	0
357	171	0
358	171	0
359	171	0
360	171	0
361	171	0
362	171	0
363	171	0
364	171	0
365	171	0
